[LOG]Added St#1 	Position(264,15009) 	 to the Quad Tree.
[LOG]Added St#4760 	Position(47706,5384) 	 to the Quad Tree.
[LOG]Added St#4761 	Position(48217,5404) 	 to the Quad Tree.
[LOG]Added St#4762 	Position(48760,5375) 	 to the Quad Tree.
[LOG]Added St#4763 	Position(49340,5400) 	 to the Quad Tree.
[LOG]Added St#4764 	Position(49834,5393) 	 to the Quad Tree.
[LOG]Added St#4765 	Position(50370,5390) 	 to the Quad Tree.
[LOG]Added St#4766 	Position(50940,5392) 	 to the Quad Tree.
[LOG]Added St#4767 	Position(51488,5399) 	 to the Quad Tree.
[LOG]Added St#4768 	Position(51995,5395) 	 to the Quad Tree.
[LOG]Added St#4769 	Position(52561,5375) 	 to the Quad Tree.
[LOG]Added St#4770 	Position(53072,5409) 	 to the Quad Tree.
[LOG]Added St#4771 	Position(53642,5407) 	 to the Quad Tree.
[LOG]Added St#4772 	Position(54142,5378) 	 to the Quad Tree.
[LOG]Added St#4773 	Position(54720,5379) 	 to the Quad Tree.
[LOG]Added St#4774 	Position(55242,5373) 	 to the Quad Tree.
[LOG]Added St#4775 	Position(55778,5388) 	 to the Quad Tree.
[LOG]Added St#4776 	Position(56332,5400) 	 to the Quad Tree.
[LOG]Added St#4777 	Position(56887,5371) 	 to the Quad Tree.
[LOG]Added St#4778 	Position(57424,5405) 	 to the Quad Tree.
[LOG]Added St#4779 	Position(57945,5414) 	 to the Quad Tree.
[LOG]Added St#4780 	Position(58498,5371) 	 to the Quad Tree.
[LOG]Added St#4781 	Position(59004,5398) 	 to the Quad Tree.
[LOG]Added St#4782 	Position(59581,5397) 	 to the Quad Tree.
[LOG]Added St#4783 	Position(60123,5405) 	 to the Quad Tree.
[LOG]Added St#4784 	Position(60614,5399) 	 to the Quad Tree.
[LOG]Added St#4785 	Position(61172,5411) 	 to the Quad Tree.
[LOG]Added St#4786 	Position(61733,5404) 	 to the Quad Tree.
[LOG]Added St#4787 	Position(62228,5387) 	 to the Quad Tree.
[LOG]Added St#4788 	Position(62766,5384) 	 to the Quad Tree.
[LOG]Added St#4789 	Position(63306,5364) 	 to the Quad Tree.
[LOG]Added St#4790 	Position(63864,5382) 	 to the Quad Tree.
[LOG]Added St#4791 	Position(64391,5412) 	 to the Quad Tree.
[LOG]Added St#4792 	Position(64928,5366) 	 to the Quad Tree.
[LOG]Added St#4793 	Position(65461,5412) 	 to the Quad Tree.
[LOG]Added St#4794 	Position(66016,5410) 	 to the Quad Tree.
[LOG]Added St#4795 	Position(66575,5388) 	 to the Quad Tree.
[LOG]Added St#4796 	Position(67093,5416) 	 to the Quad Tree.
[LOG]Added St#4797 	Position(67670,5382) 	 to the Quad Tree.
[LOG]Added St#4798 	Position(68194,5370) 	 to the Quad Tree.
[LOG]Added St#4799 	Position(68697,5405) 	 to the Quad Tree.
[LOG]Added St#4800 	Position(69247,5383) 	 to the Quad Tree.
[LOG]Added St#4801 	Position(69791,5412) 	 to the Quad Tree.
[LOG]Added St#4802 	Position(70325,5365) 	 to the Quad Tree.
[LOG]Added St#4803 	Position(70890,5397) 	 to the Quad Tree.
[LOG]Added St#4804 	Position(71417,5412) 	 to the Quad Tree.
[LOG]Added St#4805 	Position(71938,5378) 	 to the Quad Tree.
[LOG]Added St#4806 	Position(72511,5391) 	 to the Quad Tree.
[LOG]Added St#4807 	Position(73009,5394) 	 to the Quad Tree.
[LOG]Added St#4808 	Position(73554,5378) 	 to the Quad Tree.
[LOG]Added St#4809 	Position(74088,5392) 	 to the Quad Tree.
[LOG]Added St#4810 	Position(74651,5409) 	 to the Quad Tree.
[LOG]Added St#4811 	Position(75215,5393) 	 to the Quad Tree.
[LOG]Added St#4812 	Position(75723,5377) 	 to the Quad Tree.
[LOG]Added St#4813 	Position(76241,5365) 	 to the Quad Tree.
[LOG]Added St#4814 	Position(76793,5391) 	 to the Quad Tree.
[LOG]Added St#4815 	Position(77371,5371) 	 to the Quad Tree.
[LOG]Added St#4816 	Position(77908,5373) 	 to the Quad Tree.
[LOG]Added St#4817 	Position(78409,5393) 	 to the Quad Tree.
[LOG]Added St#4818 	Position(78952,5392) 	 to the Quad Tree.
[LOG]Added St#4819 	Position(79517,5393) 	 to the Quad Tree.
[LOG]Added St#4820 	Position(-2,5948) 	 to the Quad Tree.
[LOG]Added St#4821 	Position(563,5919) 	 to the Quad Tree.
[LOG]Added St#4822 	Position(1060,5909) 	 to the Quad Tree.
[LOG]Added St#4823 	Position(1609,5941) 	 to the Quad Tree.
[LOG]Added St#4824 	Position(2156,5911) 	 to the Quad Tree.
[LOG]Added St#4825 	Position(2674,5943) 	 to the Quad Tree.
[LOG]Added St#4826 	Position(3221,5907) 	 to the Quad Tree.
[LOG]Added St#4827 	Position(3764,5927) 	 to the Quad Tree.
[LOG]Added St#4828 	Position(4289,5930) 	 to the Quad Tree.
[LOG]Added St#4829 	Position(4834,5930) 	 to the Quad Tree.
[LOG]Added St#4830 	Position(5364,5906) 	 to the Quad Tree.
[LOG]Added St#4831 	Position(5938,5914) 	 to the Quad Tree.
[LOG]Added St#4832 	Position(6486,5941) 	 to the Quad Tree.
[LOG]Added St#4833 	Position(7005,5917) 	 to the Quad Tree.
[LOG]Added St#4834 	Position(7570,5923) 	 to the Quad Tree.
[LOG]Added St#4835 	Position(8102,5910) 	 to the Quad Tree.
[LOG]Added St#4836 	Position(8648,5912) 	 to the Quad Tree.
[LOG]Added St#4837 	Position(9177,5938) 	 to the Quad Tree.
[LOG]Added St#4838 	Position(9686,5908) 	 to the Quad Tree.
[LOG]Added St#4839 	Position(10233,5941) 	 to the Quad Tree.
[LOG]Added St#4840 	Position(10801,5950) 	 to the Quad Tree.
[LOG]Added St#4841 	Position(11309,5952) 	 to the Quad Tree.
[LOG]Added St#4842 	Position(11835,5927) 	 to the Quad Tree.
[LOG]Added St#4843 	Position(12395,5951) 	 to the Quad Tree.
[LOG]Added St#4844 	Position(12959,5932) 	 to the Quad Tree.
[LOG]Added St#4845 	Position(13500,5924) 	 to the Quad Tree.
[LOG]Added St#4846 	Position(13997,5931) 	 to the Quad Tree.
[LOG]Added St#4847 	Position(14544,5911) 	 to the Quad Tree.
[LOG]Added St#4848 	Position(15113,5902) 	 to the Quad Tree.
[LOG]Added St#4849 	Position(15648,5938) 	 to the Quad Tree.
[LOG]Added St#4850 	Position(16156,5911) 	 to the Quad Tree.
[LOG]Added St#4851 	Position(16696,5905) 	 to the Quad Tree.
[LOG]Added St#4852 	Position(17257,5925) 	 to the Quad Tree.
[LOG]Added St#4853 	Position(17764,5911) 	 to the Quad Tree.
[LOG]Added St#4854 	Position(18300,5907) 	 to the Quad Tree.
[LOG]Added St#4855 	Position(18883,5928) 	 to the Quad Tree.
[LOG]Added St#4856 	Position(19423,5904) 	 to the Quad Tree.
[LOG]Added St#4857 	Position(19943,5910) 	 to the Quad Tree.
[LOG]Added St#4858 	Position(20482,5931) 	 to the Quad Tree.
[LOG]Added St#4859 	Position(21030,5924) 	 to the Quad Tree.
[LOG]Added St#4860 	Position(21584,5934) 	 to the Quad Tree.
[LOG]Added St#4861 	Position(22119,5950) 	 to the Quad Tree.
[LOG]Added St#4862 	Position(22626,5912) 	 to the Quad Tree.
[LOG]Added St#4863 	Position(23178,5918) 	 to the Quad Tree.
[LOG]Added St#4864 	Position(23720,5917) 	 to the Quad Tree.
[LOG]Added St#4865 	Position(24258,5947) 	 to the Quad Tree.
[LOG]Added St#4866 	Position(24784,5910) 	 to the Quad Tree.
[LOG]Added St#4867 	Position(25342,5944) 	 to the Quad Tree.
[LOG]Added St#4868 	Position(25860,5941) 	 to the Quad Tree.
[LOG]Added St#4869 	Position(26386,5904) 	 to the Quad Tree.
[LOG]Added St#4870 	Position(26960,5951) 	 to the Quad Tree.
[LOG]Added St#4871 	Position(27476,5911) 	 to the Quad Tree.
[LOG]Added St#4872 	Position(28053,5915) 	 to the Quad Tree.
[LOG]Added St#4873 	Position(28591,5927) 	 to the Quad Tree.
[LOG]Added St#4874 	Position(29131,5914) 	 to the Quad Tree.
[LOG]Added St#4875 	Position(29640,5932) 	 to the Quad Tree.
[LOG]Added St#4876 	Position(30171,5913) 	 to the Quad Tree.
[LOG]Added St#4877 	Position(30711,5903) 	 to the Quad Tree.
[LOG]Added St#4878 	Position(31262,5913) 	 to the Quad Tree.
[LOG]Added St#4879 	Position(31820,5933) 	 to the Quad Tree.
[LOG]Added St#4880 	Position(32350,5952) 	 to the Quad Tree.
[LOG]Added St#4881 	Position(32863,5944) 	 to the Quad Tree.
[LOG]Added St#4882 	Position(33398,5946) 	 to the Quad Tree.
[LOG]Added St#4883 	Position(33937,5936) 	 to the Quad Tree.
[LOG]Added St#4884 	Position(34484,5954) 	 to the Quad Tree.
[LOG]Added St#4885 	Position(35042,5950) 	 to the Quad Tree.
[LOG]Added St#4886 	Position(35569,5912) 	 to the Quad Tree.
[LOG]Added St#4887 	Position(36086,5929) 	 to the Quad Tree.
[LOG]Added St#4888 	Position(36625,5939) 	 to the Quad Tree.
[LOG]Added St#4889 	Position(37189,5909) 	 to the Quad Tree.
[LOG]Added St#4890 	Position(37737,5913) 	 to the Quad Tree.
[LOG]Added St#4891 	Position(38270,5933) 	 to the Quad Tree.
[LOG]Added St#4892 	Position(38825,5911) 	 to the Quad Tree.
[LOG]Added St#4893 	Position(39362,5907) 	 to the Quad Tree.
[LOG]Added St#4894 	Position(39868,5946) 	 to the Quad Tree.
[LOG]Added St#4895 	Position(40414,5934) 	 to the Quad Tree.
[LOG]Added St#4896 	Position(40938,5902) 	 to the Quad Tree.
[LOG]Added St#4897 	Position(41508,5947) 	 to the Quad Tree.
[LOG]Added St#4898 	Position(42059,5940) 	 to the Quad Tree.
[LOG]Added St#4899 	Position(42588,5930) 	 to the Quad Tree.
[LOG]Added St#4900 	Position(43125,5920) 	 to the Quad Tree.
[LOG]Added St#4901 	Position(43683,5949) 	 to the Quad Tree.
[LOG]Added St#4902 	Position(44196,5947) 	 to the Quad Tree.
[LOG]Added St#4903 	Position(44739,5953) 	 to the Quad Tree.
[LOG]Added St#4904 	Position(45277,5938) 	 to the Quad Tree.
[LOG]Added St#4905 	Position(45792,5926) 	 to the Quad Tree.
[LOG]Added St#4906 	Position(46360,5914) 	 to the Quad Tree.
[LOG]Added St#4907 	Position(46888,5950) 	 to the Quad Tree.
[LOG]Added St#4908 	Position(47428,5918) 	 to the Quad Tree.
[LOG]Added St#4909 	Position(47992,5907) 	 to the Quad Tree.
[LOG]Added St#4910 	Position(48489,5926) 	 to the Quad Tree.
[LOG]Added St#4911 	Position(49046,5934) 	 to the Quad Tree.
[LOG]Added St#4912 	Position(49583,5909) 	 to the Quad Tree.
[LOG]Added St#4913 	Position(50124,5935) 	 to the Quad Tree.
[LOG]Added St#4914 	Position(50682,5904) 	 to the Quad Tree.
[LOG]Added St#4915 	Position(51220,5914) 	 to the Quad Tree.
[LOG]Added St#4916 	Position(51763,5930) 	 to the Quad Tree.
[LOG]Added St#4917 	Position(52273,5932) 	 to the Quad Tree.
[LOG]Added St#4918 	Position(52833,5919) 	 to the Quad Tree.
[LOG]Added St#4919 	Position(53335,5932) 	 to the Quad Tree.
[LOG]Added St#4920 	Position(53875,5928) 	 to the Quad Tree.
[LOG]Added St#4921 	Position(54430,5934) 	 to the Quad Tree.
[LOG]Added St#4922 	Position(54966,5952) 	 to the Quad Tree.
[LOG]Added St#4923 	Position(55508,5913) 	 to the Quad Tree.
[LOG]Added St#4924 	Position(56036,5941) 	 to the Quad Tree.
[LOG]Added St#4925 	Position(56571,5937) 	 to the Quad Tree.
[LOG]Added St#4926 	Position(57140,5937) 	 to the Quad Tree.
[LOG]Added St#4927 	Position(57677,5912) 	 to the Quad Tree.
[LOG]Added St#4928 	Position(58226,5917) 	 to the Quad Tree.
[LOG]Added St#4929 	Position(58737,5924) 	 to the Quad Tree.
[LOG]Added St#4930 	Position(59299,5930) 	 to the Quad Tree.
[LOG]Added St#4931 	Position(59809,5934) 	 to the Quad Tree.
[LOG]Added St#4932 	Position(60349,5955) 	 to the Quad Tree.
[LOG]Added St#4933 	Position(60911,5924) 	 to the Quad Tree.
[LOG]Added St#4934 	Position(61443,5927) 	 to the Quad Tree.
[LOG]Added St#4935 	Position(62002,5946) 	 to the Quad Tree.
[LOG]Added St#4936 	Position(62515,5916) 	 to the Quad Tree.
[LOG]Added St#4937 	Position(63062,5918) 	 to the Quad Tree.
[LOG]Added St#4938 	Position(63587,5904) 	 to the Quad Tree.
[LOG]Added St#4939 	Position(64142,5952) 	 to the Quad Tree.
[LOG]Added St#4940 	Position(64665,5939) 	 to the Quad Tree.
[LOG]Added St#4941 	Position(65220,5912) 	 to the Quad Tree.
[LOG]Added St#4942 	Position(65761,5939) 	 to the Quad Tree.
[LOG]Added St#4943 	Position(66323,5943) 	 to the Quad Tree.
[LOG]Added St#4944 	Position(66833,5926) 	 to the Quad Tree.
[LOG]Added St#4945 	Position(67391,5919) 	 to the Quad Tree.
[LOG]Added St#4946 	Position(67930,5913) 	 to the Quad Tree.
[LOG]Added St#4947 	Position(68477,5923) 	 to the Quad Tree.
[LOG]Added St#4948 	Position(69017,5922) 	 to the Quad Tree.
[LOG]Added St#4949 	Position(69553,5909) 	 to the Quad Tree.
[LOG]Added St#4950 	Position(70075,5938) 	 to the Quad Tree.
[LOG]Added St#4951 	Position(70601,5941) 	 to the Quad Tree.
[LOG]Added St#4952 	Position(71128,5930) 	 to the Quad Tree.
[LOG]Added St#4953 	Position(71697,5913) 	 to the Quad Tree.
[LOG]Added St#4954 	Position(72224,5953) 	 to the Quad Tree.
[LOG]Added St#4955 	Position(72759,5944) 	 to the Quad Tree.
[LOG]Added St#4956 	Position(73281,5951) 	 to the Quad Tree.
[LOG]Added St#4957 	Position(73819,5910) 	 to the Quad Tree.
[LOG]Added St#4958 	Position(74396,5938) 	 to the Quad Tree.
[LOG]Added St#4959 	Position(74900,5948) 	 to the Quad Tree.
[LOG]Added St#4960 	Position(75470,5909) 	 to the Quad Tree.
[LOG]Added St#4961 	Position(76014,5948) 	 to the Quad Tree.
[LOG]Added St#4962 	Position(76555,5909) 	 to the Quad Tree.
[LOG]Added St#4963 	Position(77062,5911) 	 to the Quad Tree.
[LOG]Added St#4964 	Position(77590,5947) 	 to the Quad Tree.
[LOG]Added St#4965 	Position(78152,5944) 	 to the Quad Tree.
[LOG]Added St#4966 	Position(78685,5950) 	 to the Quad Tree.
[LOG]Added St#4967 	Position(79225,5903) 	 to the Quad Tree.
[LOG]Added St#4968 	Position(79791,5944) 	 to the Quad Tree.
[LOG]Added St#4969 	Position(272,6457) 	 to the Quad Tree.
[LOG]Added St#4970 	Position(800,6455) 	 to the Quad Tree.
[LOG]Added St#4971 	Position(1327,6471) 	 to the Quad Tree.
[LOG]Added St#4972 	Position(1877,6489) 	 to the Quad Tree.
[LOG]Added St#4973 	Position(2434,6451) 	 to the Quad Tree.
[LOG]Added St#4974 	Position(2972,6464) 	 to the Quad Tree.
[LOG]Added St#4975 	Position(3520,6446) 	 to the Quad Tree.
[LOG]Added St#4976 	Position(4027,6484) 	 to the Quad Tree.
[LOG]Added St#4977 	Position(4603,6494) 	 to the Quad Tree.
[LOG]Added St#4978 	Position(5118,6484) 	 to the Quad Tree.
[LOG]Added St#4979 	Position(5673,6487) 	 to the Quad Tree.
[LOG]Added St#4980 	Position(6183,6456) 	 to the Quad Tree.
[LOG]Added St#4981 	Position(6728,6458) 	 to the Quad Tree.
[LOG]Added St#4982 	Position(7262,6460) 	 to the Quad Tree.
[LOG]Added St#4983 	Position(7804,6474) 	 to the Quad Tree.
[LOG]Added St#4984 	Position(8363,6491) 	 to the Quad Tree.
[LOG]Added St#4985 	Position(8903,6451) 	 to the Quad Tree.
[LOG]Added St#4986 	Position(9424,6476) 	 to the Quad Tree.
[LOG]Added St#4987 	Position(9955,6472) 	 to the Quad Tree.
[LOG]Added St#4988 	Position(10506,6493) 	 to the Quad Tree.
[LOG]Added St#4989 	Position(11046,6464) 	 to the Quad Tree.
[LOG]Added St#4990 	Position(11614,6445) 	 to the Quad Tree.
[LOG]Added St#4991 	Position(12129,6464) 	 to the Quad Tree.
[LOG]Added St#4992 	Position(12641,6493) 	 to the Quad Tree.
[LOG]Added St#4993 	Position(13220,6453) 	 to the Quad Tree.
[LOG]Added St#4994 	Position(13749,6457) 	 to the Quad Tree.
[LOG]Added St#4995 	Position(14295,6490) 	 to the Quad Tree.
[LOG]Added St#4996 	Position(14836,6441) 	 to the Quad Tree.
[LOG]Added St#4997 	Position(15361,6485) 	 to the Quad Tree.
[LOG]Added St#4998 	Position(15882,6454) 	 to the Quad Tree.
[LOG]Added St#4999 	Position(16438,6480) 	 to the Quad Tree.
[LOG]Added St#5000 	Position(16959,6459) 	 to the Quad Tree.
[LOG]Added St#5001 	Position(17523,6470) 	 to the Quad Tree.
[LOG]Added St#5002 	Position(18066,6444) 	 to the Quad Tree.
[LOG]Added St#5003 	Position(18602,6456) 	 to the Quad Tree.
[LOG]Added St#5004 	Position(19156,6449) 	 to the Quad Tree.
[LOG]Added St#5005 	Position(19664,6457) 	 to the Quad Tree.
[LOG]Added St#5006 	Position(20221,6457) 	 to the Quad Tree.
[LOG]Added St#5007 	Position(20770,6458) 	 to the Quad Tree.
[LOG]Added St#5008 	Position(21287,6449) 	 to the Quad Tree.
[LOG]Added St#5009 	Position(21850,6444) 	 to the Quad Tree.
[LOG]Added St#5010 	Position(22369,6480) 	 to the Quad Tree.
[LOG]Added St#5011 	Position(22915,6492) 	 to the Quad Tree.
[LOG]Added St#5012 	Position(23462,6470) 	 to the Quad Tree.
[LOG]Added St#5013 	Position(24011,6464) 	 to the Quad Tree.
[LOG]Added St#5014 	Position(24539,6448) 	 to the Quad Tree.
[LOG]Added St#5015 	Position(25072,6450) 	 to the Quad Tree.
[LOG]Added St#5016 	Position(25616,6451) 	 to the Quad Tree.
[LOG]Added St#5017 	Position(26123,6450) 	 to the Quad Tree.
[LOG]Added St#5018 	Position(26696,6471) 	 to the Quad Tree.
[LOG]Added St#5019 	Position(27215,6456) 	 to the Quad Tree.
[LOG]Added St#5020 	Position(27736,6457) 	 to the Quad Tree.
[LOG]Added St#5021 	Position(28277,6444) 	 to the Quad Tree.
[LOG]Added St#5022 	Position(28860,6445) 	 to the Quad Tree.
[LOG]Added St#5023 	Position(29348,6470) 	 to the Quad Tree.
[LOG]Added St#5024 	Position(29889,6472) 	 to the Quad Tree.
[LOG]Added St#5025 	Position(30446,6448) 	 to the Quad Tree.
[LOG]Added St#5026 	Position(30970,6467) 	 to the Quad Tree.
[LOG]Added St#5027 	Position(31547,6485) 	 to the Quad Tree.
[LOG]Added St#5028 	Position(32085,6478) 	 to the Quad Tree.
[LOG]Added St#5029 	Position(32630,6444) 	 to the Quad Tree.
[LOG]Added St#5030 	Position(33147,6471) 	 to the Quad Tree.
[LOG]Added St#5031 	Position(33685,6458) 	 to the Quad Tree.
[LOG]Added St#5032 	Position(34236,6483) 	 to the Quad Tree.
[LOG]Added St#5033 	Position(34752,6492) 	 to the Quad Tree.
[LOG]Added St#5034 	Position(35311,6474) 	 to the Quad Tree.
[LOG]Added St#5035 	Position(35844,6448) 	 to the Quad Tree.
[LOG]Added St#5036 	Position(36385,6442) 	 to the Quad Tree.
[LOG]Added St#5037 	Position(36906,6462) 	 to the Quad Tree.
[LOG]Added St#5038 	Position(37483,6477) 	 to the Quad Tree.
[LOG]Added St#5039 	Position(38016,6489) 	 to the Quad Tree.
[LOG]Added St#5040 	Position(38536,6462) 	 to the Quad Tree.
[LOG]Added St#5041 	Position(39082,6470) 	 to the Quad Tree.
[LOG]Added St#5042 	Position(39593,6442) 	 to the Quad Tree.
[LOG]Added St#5043 	Position(40136,6491) 	 to the Quad Tree.
[LOG]Added St#5044 	Position(40719,6462) 	 to the Quad Tree.
[LOG]Added St#5045 	Position(41222,6466) 	 to the Quad Tree.
[LOG]Added St#5046 	Position(41794,6493) 	 to the Quad Tree.
[LOG]Added St#5047 	Position(42327,6460) 	 to the Quad Tree.
[LOG]Added St#5048 	Position(42866,6482) 	 to the Quad Tree.
[LOG]Added St#5049 	Position(43373,6476) 	 to the Quad Tree.
[LOG]Added St#5050 	Position(43940,6472) 	 to the Quad Tree.
[LOG]Added St#5051 	Position(44458,6460) 	 to the Quad Tree.
[LOG]Added St#5052 	Position(44984,6451) 	 to the Quad Tree.
[LOG]Added St#5053 	Position(45555,6489) 	 to the Quad Tree.
[LOG]Added St#5054 	Position(46102,6466) 	 to the Quad Tree.
[LOG]Added St#5055 	Position(46644,6470) 	 to the Quad Tree.
[LOG]Added St#5056 	Position(47163,6446) 	 to the Quad Tree.
[LOG]Added St#5057 	Position(47675,6493) 	 to the Quad Tree.
[LOG]Added St#5058 	Position(48221,6491) 	 to the Quad Tree.
[LOG]Added St#5059 	Position(48803,6479) 	 to the Quad Tree.
[LOG]Added St#5060 	Position(49343,6459) 	 to the Quad Tree.
[LOG]Added St#5061 	Position(49853,6456) 	 to the Quad Tree.
[LOG]Added St#5062 	Position(50393,6486) 	 to the Quad Tree.
[LOG]Added St#5063 	Position(50913,6450) 	 to the Quad Tree.
[LOG]Added St#5064 	Position(51456,6475) 	 to the Quad Tree.
[LOG]Added St#5065 	Position(52025,6489) 	 to the Quad Tree.
[LOG]Added St#5066 	Position(52540,6491) 	 to the Quad Tree.
[LOG]Added St#5067 	Position(53096,6445) 	 to the Quad Tree.
[LOG]Added St#5068 	Position(53626,6451) 	 to the Quad Tree.
[LOG]Added St#5069 	Position(54153,6475) 	 to the Quad Tree.
[LOG]Added St#5070 	Position(54692,6467) 	 to the Quad Tree.
[LOG]Added St#5071 	Position(55259,6443) 	 to the Quad Tree.
[LOG]Added St#5072 	Position(55760,6489) 	 to the Quad Tree.
[LOG]Added St#5073 	Position(56321,6473) 	 to the Quad Tree.
[LOG]Added St#5074 	Position(56838,6451) 	 to the Quad Tree.
[LOG]Added St#5075 	Position(57383,6490) 	 to the Quad Tree.
[LOG]Added St#5076 	Position(57944,6469) 	 to the Quad Tree.
[LOG]Added St#5077 	Position(58465,6462) 	 to the Quad Tree.
[LOG]Added St#5078 	Position(59003,6454) 	 to the Quad Tree.
[LOG]Added St#5079 	Position(59581,6443) 	 to the Quad Tree.
[LOG]Added St#5080 	Position(60082,6472) 	 to the Quad Tree.
[LOG]Added St#5081 	Position(60654,6456) 	 to the Quad Tree.
[LOG]Added St#5082 	Position(61175,6465) 	 to the Quad Tree.
[LOG]Added St#5083 	Position(61703,6488) 	 to the Quad Tree.
[LOG]Added St#5084 	Position(62243,6464) 	 to the Quad Tree.
[LOG]Added St#5085 	Position(62795,6463) 	 to the Quad Tree.
[LOG]Added St#5086 	Position(63311,6458) 	 to the Quad Tree.
[LOG]Added St#5087 	Position(63848,6448) 	 to the Quad Tree.
[LOG]Added St#5088 	Position(64402,6443) 	 to the Quad Tree.
[LOG]Added St#5089 	Position(64964,6458) 	 to the Quad Tree.
[LOG]Added St#5090 	Position(65480,6442) 	 to the Quad Tree.
[LOG]Added St#5091 	Position(66020,6442) 	 to the Quad Tree.
[LOG]Added St#5092 	Position(66591,6494) 	 to the Quad Tree.
[LOG]Added St#5093 	Position(67102,6492) 	 to the Quad Tree.
[LOG]Added St#5094 	Position(67658,6479) 	 to the Quad Tree.
[LOG]Added St#5095 	Position(68176,6482) 	 to the Quad Tree.
[LOG]Added St#5096 	Position(68731,6482) 	 to the Quad Tree.
[LOG]Added St#5097 	Position(69264,6476) 	 to the Quad Tree.
[LOG]Added St#5098 	Position(69784,6448) 	 to the Quad Tree.
[LOG]Added St#5099 	Position(70315,6458) 	 to the Quad Tree.
[LOG]Added St#5100 	Position(70894,6471) 	 to the Quad Tree.
